shot_id,player,team,position,situation,body_part,x,y,distance,angle,is_header,is_penalty,is_corner,is_freekick,is_goal,outcome,xg_model,source
95,Joseph Willock,Arsenal,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
96,Joseph Willock,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
97,Joseph Willock,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
98,Joseph Willock,Arsenal,Midfielder,open_play,head,97.19,54.71,27.142,0.247982,1,0,0,0,0,saved,0.0888,Premier League 2020
99,Joseph Willock,Arsenal,Midfielder,open_play,head,106.85,21.58,22.628,0.208928,1,0,0,0,0,off_target,0.1007,Premier League 2020
100,Joseph Willock,Arsenal,Midfielder,open_play,foot,101.68,13.27,32.403,0.140775,0,0,0,0,0,off_target,0.0667,Premier League 2020
101,Joseph Willock,Arsenal,Midfielder,open_play,foot,105.8,20.39,24.212,0.196616,0,0,0,0,1,goal,0.116,Premier League 2020
102,Joseph Willock,Arsenal,Midfielder,open_play,foot,117.16,37.51,3.774,1.648089,0,0,0,0,1,goal,0.9592,Premier League 2020
103,Joseph Willock,Arsenal,Midfielder,open_play,foot,82.1,66.76,46.4,0.140962,0,0,0,0,0,blocked,0.0321,Premier League 2020
104,Joseph Willock,Arsenal,Midfielder,open_play,foot,103.27,66.44,31.286,0.138142,0,0,0,0,0,blocked,0.0702,Premier League 2020
105,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,95.92,17.15,33.197,0.175583,0,0,0,0,0,blocked,0.0702,Premier League 2020
106,Matteo Guendouzi,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
107,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,102.65,34.71,18.135,0.417457,0,0,0,0,0,off_target,0.2538,Premier League 2020
108,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,89.32,12.16,41.429,0.143373,0,0,0,0,0,blocked,0.042,Premier League 2020
109,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,100.04,43.95,20.343,0.381623,0,0,0,0,0,blocked,0.2141,Premier League 2020
110,Matteo Guendouzi,Arsenal,Midfielder,corner,foot,104.32,52.65,20.141,0.311354,0,0,1,0,0,saved,0.163,Premier League 2020
111,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,91.15,40.76,28.863,0.27533,0,0,0,0,0,blocked,0.1124,Premier League 2020
112,Matteo Guendouzi,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
113,Matteo Guendouzi,Arsenal,Midfielder,free_kick,foot,92.92,50.8,29.155,0.254163,0,0,0,1,0,blocked,0.0978,Premier League 2020
114,Matteo Guendouzi,Arsenal,Midfielder,open_play,head,111.36,13.33,28.03,0.089528,1,0,0,0,0,saved,0.0562,Premier League 2020
115,Matteo Guendouzi,Arsenal,Midfielder,corner,head,104.28,50.68,19.006,0.349396,1,0,1,0,1,goal,0.1484,Premier League 2020
116,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,111.98,32.34,11.097,0.539834,0,0,0,0,1,goal,0.4137,Premier League 2020
117,Matteo Guendouzi,Arsenal,Midfielder,open_play,head,91.33,67.51,39.733,0.145745,1,0,0,0,0,blocked,0.0353,Premier League 2020
118,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,104.88,52.32,19.505,0.320422,0,0,0,0,0,off_target,0.1938,Premier League 2020
119,Matteo Guendouzi,Arsenal,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
120,Matteo Guendouzi,Arsenal,Midfielder,corner,foot,101.28,25.3,23.806,0.265583,0,0,1,0,0,off_target,0.1229,Premier League 2020
121,Matteo Guendouzi,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
122,Matteo Guendouzi,Arsenal,Midfielder,free_kick,head,95.86,36.56,24.382,0.322184,1,0,0,1,1,goal,0.1142,Premier League 2020
123,Matteo Guendouzi,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
124,Matteo Guendouzi,Arsenal,Midfielder,open_play,head,83.6,64.43,43.837,0.151638,1,0,0,0,0,blocked,0.0288,Premier League 2020
125,Matteo Guendouzi,Arsenal,Midfielder,corner,foot,107.8,43.8,12.775,0.585307,0,0,1,0,0,saved,0.3861,Premier League 2020
126,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,111.43,48.26,11.899,0.499681,0,0,0,0,0,saved,0.3763,Premier League 2020
127,Matteo Guendouzi,Arsenal,Midfielder,open_play,foot,78.44,32.0,42.323,0.18514,0,0,0,0,0,off_target,0.0448,Premier League 2020
128,Matteo Guendouzi,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
129,Granit Xhaka,Arsenal,Midfielder,open_play,foot,111.78,40.29,8.22,0.905436,0,0,0,0,0,saved,0.697,Premier League 2020
130,Granit Xhaka,Arsenal,Midfielder,corner,foot,104.81,39.95,15.188,0.515025,0,0,1,0,0,blocked,0.3115,Premier League 2020
131,Granit Xhaka,Arsenal,Midfielder,open_play,foot,114.53,47.85,9.569,0.525073,0,0,0,0,1,goal,0.4241,Premier League 2020
132,Granit Xhaka,Arsenal,Midfielder,open_play,foot,77.04,65.65,50.031,0.137305,0,0,0,0,0,blocked,0.0262,Premier League 2020
133,Granit Xhaka,Arsenal,Midfielder,open_play,foot,76.31,26.68,45.678,0.167248,0,0,0,0,0,saved,0.0358,Premier League 2020
134,Granit Xhaka,Arsenal,Midfielder,corner,foot,110.41,39.01,9.644,0.78371,0,0,1,0,0,blocked,0.5656,Premier League 2020
135,Granit Xhaka,Arsenal,Midfielder,corner,foot,117.26,52.41,12.706,0.149353,0,0,1,0,0,off_target,0.157,Premier League 2020
136,Granit Xhaka,Arsenal,Midfielder,open_play,foot,94.48,43.19,25.714,0.306404,0,0,0,0,0,saved,0.1411,Premier League 2020
137,Granit Xhaka,Arsenal,Midfielder,open_play,foot,88.11,54.03,34.842,0.209856,0,0,0,0,0,off_target,0.0705,Premier League 2020
138,Granit Xhaka,Arsenal,Midfielder,corner,head,98.82,52.2,24.445,0.283523,1,0,1,0,0,blocked,0.097,Premier League 2020
139,Granit Xhaka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,off_target,0.8851,Premier League 2020
140,Granit Xhaka,Arsenal,Midfielder,open_play,foot,79.56,43.33,40.574,0.195889,0,0,0,0,0,blocked,0.0505,Premier League 2020
141,Granit Xhaka,Arsenal,Midfielder,open_play,foot,77.55,32.36,43.129,0.182102,0,0,0,0,0,off_target,0.0426,Premier League 2020
142,Granit Xhaka,Arsenal,Midfielder,open_play,foot,105.96,56.42,21.609,0.244169,0,0,0,0,0,saved,0.1474,Premier League 2020
143,Granit Xhaka,Arsenal,Midfielder,free_kick,foot,87.08,31.51,34.001,0.227039,0,0,0,1,0,off_target,0.0715,Premier League 2020
144,Granit Xhaka,Arsenal,Midfielder,open_play,head,97.61,50.64,24.784,0.290851,1,0,0,0,1,goal,0.1112,Premier League 2020
145,Granit Xhaka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,blocked,0.8851,Premier League 2020
146,Granit Xhaka,Arsenal,Midfielder,free_kick,foot,104.76,35.14,15.996,0.470214,0,0,0,1,0,off_target,0.2905,Premier League 2020
147,Granit Xhaka,Arsenal,Midfielder,open_play,foot,92.67,26.49,30.486,0.234941,0,0,0,0,0,off_target,0.0937,Premier League 2020
148,Granit Xhaka,Arsenal,Midfielder,open_play,head,90.36,53.06,32.388,0.22563,1,0,0,0,0,blocked,0.0642,Premier League 2020
149,Granit Xhaka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
150,Granit Xhaka,Arsenal,Midfielder,corner,foot,117.95,48.84,9.073,0.242242,0,0,1,0,0,saved,0.2278,Premier League 2020
151,Granit Xhaka,Arsenal,Midfielder,open_play,foot,96.87,18.06,31.879,0.182922,0,0,0,0,0,blocked,0.0765,Premier League 2020
152,Granit Xhaka,Arsenal,Midfielder,open_play,foot,76.74,37.2,43.349,0.183652,0,0,0,0,0,saved,0.0423,Premier League 2020
153,Bukayo Saka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,blocked,0.8851,Premier League 2020
154,Bukayo Saka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
155,Bukayo Saka,Arsenal,Midfielder,free_kick,foot,91.17,34.41,29.365,0.266052,0,0,0,1,0,saved,0.0997,Premier League 2020
156,Bukayo Saka,Arsenal,Midfielder,corner,foot,109.81,46.75,12.22,0.548601,0,0,1,0,1,goal,0.3691,Premier League 2020
157,Bukayo Saka,Arsenal,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
158,Bukayo Saka,Arsenal,Midfielder,open_play,foot,87.9,43.69,32.315,0.244764,0,0,0,0,0,blocked,0.0877,Premier League 2020
159,Bukayo Saka,Arsenal,Midfielder,free_kick,foot,96.48,55.83,28.353,0.234443,0,0,0,1,0,saved,0.0968,Premier League 2020
160,Bukayo Saka,Arsenal,Midfielder,free_kick,foot,103.33,29.93,19.48,0.351707,0,0,0,1,0,saved,0.1952,Premier League 2020
161,Bukayo Saka,Arsenal,Midfielder,open_play,foot,116.12,40.76,3.95,1.583642,0,0,0,0,1,goal,0.9511,Premier League 2020
162,Bukayo Saka,Arsenal,Midfielder,open_play,foot,80.33,12.46,48.293,0.136182,0,0,0,0,0,saved,0.0286,Premier League 2020
163,Bukayo Saka,Arsenal,Midfielder,corner,foot,108.32,31.75,14.297,0.46037,0,0,1,0,1,goal,0.2896,Premier League 2020
164,Bukayo Saka,Arsenal,Midfielder,open_play,head,92.15,13.63,38.353,0.151956,1,0,0,0,0,blocked,0.0386,Premier League 2020
165,Bukayo Saka,Arsenal,Midfielder,open_play,foot,92.55,35.0,27.899,0.28043,0,0,0,0,1,goal,0.1193,Premier League 2020
166,Bukayo Saka,Arsenal,Midfielder,open_play,foot,76.05,40.49,43.951,0.18151,0,0,0,0,0,saved,0.0407,Premier League 2020
167,Bukayo Saka,Arsenal,Midfielder,open_play,foot,108.78,60.47,23.343,0.168044,0,0,0,0,0,saved,0.1127,Premier League 2020
168,Dani Ceballos,Arsenal,Midfielder,open_play,foot,96.15,51.0,26.259,0.276008,0,0,0,0,0,saved,0.1277,Premier League 2020
169,Dani Ceballos,Arsenal,Midfielder,free_kick,foot,87.07,38.74,32.955,0.241402,0,0,0,1,0,saved,0.0782,Premier League 2020
170,Dani Ceballos,Arsenal,Midfielder,open_play,head,81.8,65.13,45.721,0.146252,1,0,0,0,1,goal,0.0257,Premier League 2020
171,Dani Ceballos,Arsenal,Midfielder,open_play,foot,77.31,16.64,48.661,0.14419,0,0,0,0,0,blocked,0.0287,Premier League 2020
172,Dani Ceballos,Arsenal,Midfielder,open_play,foot,100.79,60.97,28.437,0.191518,0,0,0,0,1,goal,0.093,Premier League 2020
173,Dani Ceballos,Arsenal,Midfielder,open_play,foot,82.84,56.38,40.613,0.180053,0,0,0,0,0,off_target,0.0484,Premier League 2020
174,Dani Ceballos,Arsenal,Midfielder,open_play,foot,95.09,46.21,25.674,0.300498,0,0,0,0,0,saved,0.1394,Premier League 2020
175,Dani Ceballos,Arsenal,Midfielder,open_play,foot,89.37,57.95,35.501,0.19442,0,0,0,0,0,blocked,0.0655,Premier League 2020
176,Dani Ceballos,Arsenal,Midfielder,open_play,foot,89.34,14.69,39.759,0.155483,0,0,0,0,1,goal,0.0474,Premier League 2020
177,Dani Ceballos,Arsenal,Midfielder,open_play,foot,76.8,19.93,47.635,0.152203,0,0,0,0,0,off_target,0.031,Premier League 2020
178,Dani Ceballos,Arsenal,Midfielder,free_kick,foot,92.98,52.48,29.766,0.243554,0,0,0,1,0,saved,0.0924,Premier League 2020
179,Dani Ceballos,Arsenal,Midfielder,open_play,head,105.11,20.38,24.633,0.198961,1,0,0,0,0,saved,0.0889,Premier League 2020
180,Dani Ceballos,Arsenal,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
181,Dani Ceballos,Arsenal,Midfielder,corner,foot,100.54,57.48,26.16,0.228869,0,0,1,0,0,off_target,0.0999,Premier League 2020
182,Alexandre Lacazette,Arsenal,Forward,open_play,foot,87.47,13.03,42.252,0.146025,0,0,0,0,0,blocked,0.0405,Premier League 2020
183,Alexandre Lacazette,Arsenal,Forward,open_play,foot,111.12,11.09,30.243,0.07887,0,0,0,0,0,saved,0.0634,Premier League 2020
184,Alexandre Lacazette,Arsenal,Forward,open_play,foot,86.65,46.65,34.002,0.229845,0,0,0,0,0,saved,0.0775,Premier League 2020
185,Alexandre Lacazette,Arsenal,Forward,corner,foot,112.52,42.95,8.043,0.888038,0,0,1,0,0,blocked,0.6557,Premier League 2020
186,Alexandre Lacazette,Arsenal,Forward,free_kick,foot,97.32,24.4,27.527,0.239896,0,0,0,1,0,off_target,0.1023,Premier League 2020
187,Alexandre Lacazette,Arsenal,Forward,open_play,foot,79.95,63.38,46.374,0.148988,0,0,0,0,0,blocked,0.0328,Premier League 2020
